CD_RootImage,BotSum,HumanSum
2 25 C2 23.jpg,64,72.0
3 2 D1 20.jpg,61,51.0
3 9 D5 30.jpg,73,69.0
2 27 D2 34.jpg,85,60.0
3 9 D5 45.jpg,64,59.0
2 26 D5 57.jpg,58,56.0
3 5 C2 45.jpg,52,46.0
3 1 C5 26.jpg,59,52.0
2 26 C2 38.jpg,50,54.0
2 25 C1 46.jpg,69,73.0
2 26 C1 9.jpg,39,50.0
3 5 C3 25.jpg,25,36.0
2 28 C1 30.jpg,32,38.0
2 25 D2 25.jpg,43,51.0
2 25 D3 33.jpg,65,50.0
3 3 D2 12.jpg,74,90.0
3 8 D3 9.jpg,47,54.0
2 25 C4 8.jpg,74,69.0
3 8 C3 43.jpg,36,39.0
3 2 C1 37.jpg,20,39.0
3 6 C3 29.jpg,36,34.0
3 5 C1 53.jpg,51,57.0
2 27 D4 39.jpg,50,53.0
2 25 D3 20.jpg,59,73.0
2 24 C1 15.jpg,31,36.0
2 24 D2 23.jpg,45,50.0
2 23 C3 55.jpg,13,13.0
2 28 D1 58.jpg,55,62.0
3 4 C2 32.jpg,73,62.0
3 3 C1 56.jpg,67,67.0
2 26 D5 9.jpg,43,49.0
2 26 D5 12.jpg,81,77.0
3 1 C1 26.jpg,63,74.0
3 1 D2 39.jpg,74,85.0
2 26 D5 11.jpg,58,44.0
2 24 D3 36.jpg,43,52.0
3 3 D1 46.jpg,77,78.0
2 27 C3 17.jpg,56,52.0
3 1 D1 60.jpg,63,67.0
2 26 C4 22.jpg,68,82.0
2 22 D2 4.jpg,10,17.0
2 28 C4 16.jpg,73,89.0
3 3 C2 52.jpg,53,59.0
2 28 D2 54.jpg,55,65.0
3 3 D1 31.jpg,0,0.0
2 24 C1 35.jpg,47,51.0
3 8 C3 15.jpg,31,44.0
3 2 D1 60.jpg,54,73.0
3 1 C4 53.jpg,85,70.0
2 28 C2 22.jpg,76,78.0
3 6 D4 10.jpg,89,95.0
2 26 C3 52.jpg,68,65.0
2 24 D4 42.jpg,8,18.0
3 3 C3 47.jpg,57,42.0
3 7 D3 37.jpg,38,49.0
2 24 D2 27.jpg,68,49.0
3 3 D3 25.jpg,71,61.0
2 24 C4 9.jpg,7,15.0
3 1 D2 33.jpg,79,65.0
2 23 C3 20.jpg,11,9.0
3 7 C4 34.jpg,62,49.0
2 21 D1 56.jpg,18,24.0
3 1 C5 28.jpg,135,107.0
3 5 C4 1.jpg,36,36.0
3 1 D2 24.jpg,76,73.0
3 2 D5 14.jpg,48,66.0
2 25 C1 38.jpg,34,52.0
3 2 C3 23.jpg,62,60.0
2 28 C1 19.jpg,59,71.0
3 4 C2 57.jpg,105,81.0
2 26 D5 10.jpg,39,57.0
3 6 C2 21.jpg,65,60.0
2 26 C3 20.jpg,99,73.0
2 25 D2 60.jpg,109,88.0
3 3 C2 34.jpg,94,79.0
3 1 C5 47.jpg,11,0.0
2 24 D1 6.jpg,75,71.0
3 1 C1 15.jpg,32,53.0
3 4 D2 18.jpg,22,30.0
3 1 D5 33.jpg,68,55.0
3 3 C1 49.jpg,112,82.0
3 5 C3 2.jpg,34,29.0
3 5 D4 47.jpg,70,94.0
3 7 D4 28.jpg,77,73.0
2 23 C1 40.jpg,38,58.0
3 3 C5 15.jpg,5,0.0
3 5 D4 39.jpg,32,36.0
2 28 D4 60.jpg,79,84.0
2 25 C4 34.jpg,64,69.0
2 25 D3 52.jpg,66,58.0
2 24 D4 37.jpg,9,9.0
2 25 D4 47.jpg,44,55.0
3 9 C4 52.jpg,32,28.0
3 4 D1 27.jpg,47,35.0
3 4 C4 18.jpg,72,66.0
2 26 D1 52.jpg,10,2.0
2 28 D3 21.jpg,64,63.0
2 25 D5 13.jpg,17,9.0
2 26 D1 28.jpg,64,63.0
2 25 C5 19.jpg,15,13.0
2 27 C1 12.jpg,33,52.0
2 22 D1 10.jpg,36,50.0
2 27 C5 12.jpg,7,11.0
2 23 D1 43.jpg,60,61.0
3 3 C3 7.jpg,43,52.0
2 27 C1 51.jpg,21,39.0
3 10 C5 42.jpg,45,62.0
3 5 D3 2.jpg,78,69.0
3 6 D5 20.jpg,62,65.0
3 6 D5 29.jpg,25,17.0
2 26 C4 9.jpg,48,45.0
3 1 D1 37.jpg,57,56.0
3 8 D5 4.jpg,57,52.0
2 24 D1 39.jpg,32,47.0
2 24 D3 17.jpg,30,52.0
3 1 C1 59.jpg,93,117.0
3 3 C4 15.jpg,77,82.0
3 2 D2 34.jpg,6,1.0
3 8 D4 38.jpg,100,67.0
3 3 C5 48.jpg,114,90.0
2 25 C5 58.jpg,6,8.0
3 6 C4 49.jpg,54,65.0
2 24 C3 16.jpg,54,46.0
2 28 C3 1.jpg,19,10.0
2 24 C4 57.jpg,16,18.0
2 23 C3 56.jpg,10,2.0
3 2 C5 51.jpg,78,82.0
3 2 D1 59.jpg,39,25.0
3 7 C2 28.jpg,34,36.0
2 28 C2 32.jpg,72,82.0
3 10 D5 17.jpg,78,85.0
2 24 C2 6.jpg,7,18.0
3 4 C5 31.jpg,58,60.0
3 6 C3 38.jpg,32,39.0
2 27 C1 33.jpg,43,35.0
2 21 D1 23.jpg,15,22.0
3 4 D2 42.jpg,86,66.0
2 28 D4 47.jpg,96,100.0
3 4 C4 8.jpg,76,63.0
2 25 C4 60.jpg,49,44.0
3 1 C2 41.jpg,50,55.0
2 26 C5 38.jpg,36,29.0
3 9 C4 41.jpg,33,27.0
2 28 D1 6.jpg,74,64.0
2 21 C1 36.jpg,3,9.0
2 23 C3 12.jpg,14,7.0
3 2 C4 24.jpg,22,27.0
3 7 C3 15.jpg,37,26.0
2 26 D5 42.jpg,34,53.0
2 25 D1 6.jpg,81,59.0
3 5 C1 58.jpg,13,33.0
2 27 C4 29.jpg,50,56.0
2 26 C2 17.jpg,65,73.0
3 6 C1 29.jpg,35,31.0
2 22 C2 14.jpg,10,15.0
2 26 C4 33.jpg,61,39.0
3 7 D2 37.jpg,63,68.0
2 24 D4 10.jpg,18,15.0
2 26 D3 5.jpg,51,60.0
3 8 C5 24.jpg,73,63.0
3 5 D5 9.jpg,77,53.0
2 23 D2 20.jpg,64,54.0
2 26 C5 31.jpg,51,52.0
3 6 D3 49.jpg,6,0.0
2 25 C1 15.jpg,42,62.0
2 22 D2 22.jpg,7,7.0
3 6 D1 38.jpg,77,86.0
3 2 D5 37.jpg,88,90.0
3 4 D2 41.jpg,49,39.0
3 4 C5 6.jpg,17,14.0
3 4 C2 53.jpg,20,11.0
3 4 C4 53.jpg,49,32.0
2 23 D3 31.jpg,44,50.0
3 2 D2 47.jpg,27,39.0
3 3 D4 54.jpg,72,56.0
2 26 C2 21.jpg,54,56.0
3 6 C4 15.jpg,46,65.0
3 4 D3 55.jpg,39,38.0
2 25 D5 6.jpg,36,25.0
2 22 C2 7.jpg,12,13.0
3 8 D3 21.jpg,14,18.0
3 4 C1 56.jpg,49,48.0
2 24 C2 15.jpg,20,43.0
3 1 C5 11.jpg,62,48.0
3 6 C1 53.jpg,32,46.0
3 8 C4 28.jpg,48,39.0
3 7 D3 57.jpg,0,1.0
3 1 C5 3.jpg,72,53.0
2 25 D4 8.jpg,57,56.0
3 2 D2 51.jpg,47,43.0
3 6 D2 27.jpg,48,50.0
2 24 C2 54.jpg,28,40.0
3 1 C4 4.jpg,54,56.0
3 4 D4 60.jpg,58,44.0
3 7 C2 45.jpg,63,54.0
3 8 C4 19.jpg,32,26.0
3 2 D5 59.jpg,99,87.0
3 9 D4 44.jpg,1,1.0
3 6 D1 5.jpg,48,42.0
3 3 D5 46.jpg,42,38.0
3 5 D2 1.jpg,67,72.0
2 25 C4 38.jpg,73,65.0
2 24 C2 32.jpg,57,53.0
2 23 D2 1.jpg,30,61.0
3 3 C3 56.jpg,38,36.0
2 28 D3 4.jpg,96,92.0
2 24 C3 15.jpg,33,34.0
3 7 C4 7.jpg,94,87.0
3 3 C3 37.jpg,68,73.0
3 6 D2 29.jpg,1,0.0
3 9 C4 1.jpg,42,36.0
3 4 C1 44.jpg,46,43.0
2 24 C2 36.jpg,80,67.0
3 1 C2 51.jpg,58,62.0
3 6 C1 14.jpg,34,29.0
2 25 C3 2.jpg,31,52.0
3 5 C4 15.jpg,47,52.0
3 2 C5 13.jpg,68,69.0
3 7 D4 32.jpg,75,65.0
2 25 D3 35.jpg,108,87.0
3 4 C5 9.jpg,80,75.0
3 6 C4 25.jpg,39,63.0
3 7 C3 51.jpg,33,45.0
3 4 D4 24.jpg,69,66.0
3 5 C3 1.jpg,13,12.0
2 27 D4 15.jpg,62,67.0
2 28 C3 42.jpg,42,45.0
3 5 C2 57.jpg,33,55.0
3 6 C2 22.jpg,1,0.0
3 2 C2 23.jpg,38,39.0
3 5 D4 13.jpg,28,52.0
2 23 C1 32.jpg,35,47.0
3 7 D5 15.jpg,52,55.0
2 28 D3 56.jpg,69,77.0
3 2 C5 15.jpg,0,1.0
3 6 D1 16.jpg,56,43.0
2 25 D5 17.jpg,36,26.0
3 6 D5 2.jpg,71,80.0
2 22 D1 59.jpg,32,51.0
2 26 D2 20.jpg,2,0.0
2 27 D5 34.jpg,40,43.0
2 27 D4 25.jpg,24,34.0
3 6 C5 51.jpg,66,68.0
2 26 D2 41.jpg,68,81.0
2 25 D4 14.jpg,58,64.0
2 27 D5 14.jpg,26,36.0
3 10 C5 37.jpg,55,77.0
2 27 D2 53.jpg,73,60.0
3 2 C5 42.jpg,26,37.0
2 25 D2 29.jpg,104,83.0
3 2 D2 4.jpg,57,66.0
2 25 C5 44.jpg,30,27.0
2 22 D2 9.jpg,5,8.0
2 28 D3 13.jpg,88,71.0
3 1 D2 30.jpg,41,57.0
2 23 D3 5.jpg,2,10.0
2 22 C2 59.jpg,11,8.0
3 1 C3 8.jpg,43,59.0
2 27 D4 30.jpg,38,53.0
2 23 D2 2.jpg,75,67.0
3 6 C5 13.jpg,45,52.0
2 25 C2 44.jpg,59,72.0
2 22 C2 9.jpg,4,6.0
3 8 C5 3.jpg,40,39.0
3 3 C1 11.jpg,31,41.0
2 26 C1 1.jpg,15,29.0
3 10 C5 21.jpg,39,70.0
2 24 C1 7.jpg,43,43.0
3 4 D5 18.jpg,3,0.0
3 1 C3 11.jpg,69,66.0
3 8 C4 42.jpg,39,51.0
2 24 D2 29.jpg,51,48.0
2 25 D4 23.jpg,96,74.0
3 9 C5 37.jpg,16,50.0
3 7 C2 38.jpg,12,14.0
3 3 D4 41.jpg,84,47.0
2 23 C2 3.jpg,56,72.0
3 3 C5 49.jpg,98,43.0
2 25 D2 6.jpg,55,49.0
3 5 D2 24.jpg,69,82.0
2 27 C3 30.jpg,37,37.0
2 24 C4 42.jpg,42,54.0
2 28 D3 16.jpg,60,63.0
3 2 C2 56.jpg,54,52.0
3 7 D3 55.jpg,27,25.0
2 26 D5 51.jpg,41,54.0
2 23 D1 23.jpg,43,56.0
2 26 C2 60.jpg,45,49.0
3 7 D4 54.jpg,59,44.0
3 3 C4 37.jpg,44,53.0
3 3 D3 16.jpg,80,73.0
2 28 C5 34.jpg,53,56.0
2 26 C5 15.jpg,4,3.0
2 23 D3 42.jpg,18,21.0
3 7 C2 42.jpg,42,42.0
3 10 C5 5.jpg,82,73.0
3 2 C5 41.jpg,39,37.0
2 25 D5 10.jpg,23,22.0
3 7 D2 59.jpg,70,51.0
2 27 D1 15.jpg,0,0.0
2 25 C2 8.jpg,106,82.0
3 8 C4 46.jpg,60,38.0
2 26 C2 42.jpg,37,47.0
2 26 D3 54.jpg,16,20.0
2 27 C3 44.jpg,75,59.0
2 24 C4 49.jpg,14,17.0
3 5 D5 59.jpg,64,57.0
2 28 C1 12.jpg,31,41.0
3 7 C4 40.jpg,66,62.0
3 6 C1 18.jpg,69,71.0
2 24 D4 46.jpg,12,16.0
2 26 D3 2.jpg,72,58.0
2 26 D4 19.jpg,58,76.0
3 3 C4 31.jpg,81,72.0
2 28 D5 1.jpg,122,85.0
2 26 D2 31.jpg,54,51.0
3 3 C1 26.jpg,73,80.0
3 1 D4 32.jpg,78,67.0
2 26 C4 47.jpg,96,88.0
3 4 C2 2.jpg,79,65.0
2 22 C2 46.jpg,19,11.0
3 5 C2 41.jpg,45,37.0
3 6 C2 43.jpg,41,42.0
3 5 D3 46.jpg,50,49.0
3 2 D1 23.jpg,58,67.0
2 26 D1 16.jpg,61,73.0
2 26 D3 11.jpg,51,73.0
2 27 C4 35.jpg,57,46.0
3 2 C2 25.jpg,46,64.0
2 26 D3 59.jpg,48,75.0
3 1 C3 39.jpg,65,68.0
3 5 C1 55.jpg,27,45.0
3 5 D3 57.jpg,2,0.0
3 1 C5 31.jpg,73,72.0
2 28 D4 33.jpg,107,99.0
3 10 D5 45.jpg,45,72.0
3 3 C5 23.jpg,74,50.0
3 8 D3 59.jpg,37,47.0
3 6 C2 57.jpg,25,50.0
3 6 C2 3.jpg,52,41.0
3 2 D2 45.jpg,30,38.0
3 4 D2 50.jpg,30,33.0
3 3 C3 57.jpg,34,44.0
3 2 C1 36.jpg,49,61.0
2 22 D1 36.jpg,7,3.0
2 28 C2 4.jpg,36,63.0
2 24 D1 44.jpg,45,29.0
2 27 D5 38.jpg,53,45.0
2 26 D3 56.jpg,63,69.0
3 8 C3 42.jpg,35,32.0
3 4 D4 2.jpg,47,38.0
2 27 C4 30.jpg,76,72.0
3 5 C1 25.jpg,1,0.0
3 3 C3 32.jpg,63,65.0
3 3 C3 36.jpg,73,77.0
2 27 C3 6.jpg,54,43.0
2 25 D5 35.jpg,15,5.0
3 5 D3 31.jpg,46,54.0
3 4 D3 53.jpg,73,63.0
2 25 D1 31.jpg,68,66.0
3 4 D3 23.jpg,47,39.0
2 24 C1 59.jpg,98,87.0
3 4 C1 12.jpg,18,24.0
2 22 C1 56.jpg,31,44.0
3 7 C2 30.jpg,0,0.0
2 28 C1 14.jpg,27,45.0
2 27 C3 28.jpg,45,43.0
3 5 C5 55.jpg,2,0.0
3 3 D2 46.jpg,51,55.0
3 3 C5 46.jpg,81,37.0
2 28 D3 46.jpg,70,69.0
3 6 D3 34.jpg,34,41.0
3 8 D3 54.jpg,2,0.0
3 6 D4 28.jpg,67,54.0
3 3 D5 52.jpg,48,35.0
2 22 D1 31.jpg,28,70.0
3 6 D4 39.jpg,43,30.0
2 26 D5 34.jpg,24,19.0
3 7 D2 18.jpg,0,1.0
2 23 D2 34.jpg,73,80.0
3 7 C4 54.jpg,0,0.0
3 5 C2 26.jpg,32,40.0
2 28 D5 5.jpg,31,51.0
3 7 C4 42.jpg,17,35.0
3 8 D5 48.jpg,38,55.0
2 22 D1 20.jpg,62,56.0
3 6 C5 49.jpg,49,57.0
3 2 C5 44.jpg,47,41.0
2 25 C4 59.jpg,48,50.0
3 2 D5 38.jpg,83,80.0
3 6 D4 16.jpg,86,73.0
3 6 D3 2.jpg,43,69.0
2 27 C3 50.jpg,67,67.0
3 2 D4 47.jpg,94,104.0
2 21 C1 52.jpg,20,20.0
3 1 D3 57.jpg,1,1.0
3 7 D5 6.jpg,35,51.0
2 26 D3 36.jpg,82,92.0
3 8 C4 7.jpg,41,56.0
2 21 D1 7.jpg,3,8.0
3 2 C4 11.jpg,32,41.0
2 25 C4 6.jpg,94,67.0
2 25 D1 36.jpg,0,1.0
2 23 C3 4.jpg,3,11.0
2 27 D1 30.jpg,50,64.0
3 10 C5 43.jpg,1,4.0
2 25 C3 19.jpg,51,68.0
3 2 D1 58.jpg,21,53.0
3 3 C4 9.jpg,19,41.0
3 6 C2 33.jpg,49,46.0
2 25 C5 20.jpg,46,53.0
2 28 C3 34.jpg,15,18.0
3 7 D4 44.jpg,3,1.0
2 25 D3 32.jpg,77,57.0
3 8 C3 9.jpg,28,27.0
3 1 C5 5.jpg,90,85.0
2 28 C4 29.jpg,58,52.0
3 4 D4 7.jpg,46,46.0
3 3 C4 19.jpg,45,59.0
3 8 D4 28.jpg,66,61.0
3 2 C2 55.jpg,34,32.0
3 1 C1 39.jpg,15,57.0
3 9 C4 45.jpg,23,50.0
2 25 C3 5.jpg,47,50.0
2 28 C3 26.jpg,1,1.0
3 4 D2 40.jpg,98,56.0
2 28 D2 51.jpg,33,53.0
2 25 C3 24.jpg,115,93.0
2 25 D2 26.jpg,47,63.0
3 1 C5 29.jpg,33,43.0
3 1 C4 38.jpg,45,64.0
2 25 C2 41.jpg,94,66.0
3 6 C5 3.jpg,31,35.0
3 2 D5 52.jpg,81,68.0
3 6 D1 27.jpg,28,36.0
2 26 D1 50.jpg,82,92.0
2 25 D5 7.jpg,18,12.0
2 22 C2 53.jpg,9,9.0
2 21 D1 6.jpg,12,20.0
3 7 C4 32.jpg,6,0.0
2 26 D2 47.jpg,90,85.0
2 28 C4 17.jpg,45,63.0
2 26 C5 7.jpg,85,66.0
3 3 D1 21.jpg,3,0.0
3 2 D3 4.jpg,66,78.0
3 4 D5 11.jpg,21,29.0
3 3 C1 40.jpg,64,68.0
3 8 C3 34.jpg,2,3.0
3 4 C3 51.jpg,54,50.0
2 26 D1 36.jpg,4,6.0
3 5 D1 34.jpg,83,79.0
2 28 D5 13.jpg,85,71.0
2 21 C1 22.jpg,18,20.0
2 22 D2 46.jpg,9,21.0
2 26 C1 42.jpg,45,46.0
2 26 D1 30.jpg,44,41.0
3 7 C2 23.jpg,6,0.0
3 6 C4 28.jpg,41,54.0
2 26 D5 60.jpg,43,56.0
2 25 D1 54.jpg,83,77.0
3 1 D2 40.jpg,71,71.0
3 7 C2 25.jpg,68,75.0
2 28 D2 17.jpg,51,51.0
2 22 D1 53.jpg,45,42.0
3 7 D3 26.jpg,74,63.0
2 28 D2 39.jpg,60,91.0
3 1 D1 54.jpg,51,71.0
3 4 D1 21.jpg,2,0.0
2 23 C3 31.jpg,36,31.0
2 22 C1 59.jpg,55,53.0
3 7 C5 30.jpg,38,38.0
2 28 C4 11.jpg,30,47.0
2 22 C2 40.jpg,17,12.0
2 28 C1 6.jpg,52,57.0
3 8 D4 51.jpg,63,64.0
3 2 C4 1.jpg,51,67.0
2 26 C1 53.jpg,44,27.0
2 25 C3 18.jpg,41,45.0
2 22 C2 16.jpg,14,12.0
3 2 C2 49.jpg,49,37.0
2 26 C5 37.jpg,35,27.0
3 7 D4 15.jpg,14,16.0
3 6 D3 56.jpg,60,51.0
2 24 C1 6.jpg,45,57.0
3 3 C2 56.jpg,60,57.0
3 5 D5 17.jpg,58,83.0
2 28 C4 7.jpg,60,84.0
3 2 C3 6.jpg,39,41.0
3 2 C1 46.jpg,76,84.0
3 2 D5 23.jpg,83,89.0
2 26 C2 4.jpg,57,62.0
3 2 D4 38.jpg,78,81.0
2 23 C1 55.jpg,17,49.0
3 9 D4 45.jpg,55,61.0
3 3 C2 23.jpg,58,54.0
3 1 D1 15.jpg,54,50.0
2 27 C5 29.jpg,38,35.0
3 9 C4 23.jpg,62,51.0
3 5 C1 29.jpg,25,23.0
2 25 C2 33.jpg,71,67.0
3 5 D1 58.jpg,0,2.0
2 27 D1 23.jpg,59,74.0
3 1 C1 4.jpg,46,53.0
3 1 C3 7.jpg,50,52.0
2 24 C4 51.jpg,5,11.0
2 25 C4 45.jpg,28,39.0
3 3 D2 31.jpg,78,72.0
3 9 C4 39.jpg,53,54.0
2 21 D1 27.jpg,15,20.0
3 1 D3 45.jpg,60,68.0
3 7 D5 5.jpg,25,44.0
2 24 C2 48.jpg,56,67.0
2 27 D5 5.jpg,21,33.0
2 28 C5 27.jpg,73,71.0
3 3 D4 1.jpg,2,3.0
2 25 D4 35.jpg,38,49.0
2 22 D1 41.jpg,24,31.0
2 21 D1 43.jpg,24,32.0
3 2 D4 45.jpg,33,48.0
2 24 D3 30.jpg,43,50.0
3 2 C3 18.jpg,56,43.0
3 2 D2 38.jpg,49,55.0
2 28 C3 39.jpg,45,39.0
3 9 C4 18.jpg,61,50.0
3 1 D5 46.jpg,40,34.0
2 25 C3 56.jpg,34,38.0
3 4 D3 3.jpg,57,44.0
2 25 D5 14.jpg,26,23.0
2 23 C3 59.jpg,10,22.0
2 26 C5 16.jpg,55,37.0
2 28 C5 46.jpg,54,51.0
2 28 C2 16.jpg,27,38.0
2 27 D5 11.jpg,72,56.0
2 24 C1 41.jpg,64,57.0
2 22 C2 10.jpg,2,6.0
2 28 D2 29.jpg,76,71.0
3 5 D5 54.jpg,45,58.0
3 3 D4 49.jpg,77,43.0
3 3 C5 24.jpg,84,87.0
2 26 D3 50.jpg,49,45.0
2 21 D1 22.jpg,20,26.0
3 7 D5 8.jpg,85,77.0
2 25 C2 26.jpg,15,28.0
3 3 D3 22.jpg,44,47.0
2 23 C1 17.jpg,53,62.0
2 27 C4 56.jpg,67,57.0
3 2 D5 26.jpg,41,33.0
2 27 D4 28.jpg,84,78.0
3 2 C5 39.jpg,43,45.0
2 26 C4 59.jpg,16,31.0
2 25 C4 28.jpg,45,55.0
3 5 C5 9.jpg,74,77.0
2 23 D3 21.jpg,21,16.0
2 24 C4 43.jpg,22,29.0
3 10 D5 40.jpg,9,26.0
3 8 C4 6.jpg,2,1.0
2 23 C1 52.jpg,52,81.0
2 26 D2 58.jpg,18,33.0
3 7 C5 13.jpg,52,47.0
3 1 C1 20.jpg,31,43.0
2 27 D5 59.jpg,85,58.0
3 5 C3 7.jpg,52,53.0
3 7 D5 57.jpg,50,47.0
2 27 D5 54.jpg,52,59.0
3 4 C2 58.jpg,48,37.0
3 3 D1 54.jpg,91,59.0
3 4 D5 4.jpg,83,74.0
2 26 C4 15.jpg,55,75.0
3 5 C4 5.jpg,0,0.0
2 22 C2 8.jpg,18,25.0
2 25 D4 58.jpg,43,48.0
3 2 D3 17.jpg,61,77.0
3 5 C4 7.jpg,80,80.0
2 23 D3 25.jpg,18,18.0
3 5 D2 52.jpg,33,49.0
3 1 D4 38.jpg,57,60.0
3 1 C4 51.jpg,74,75.0
2 23 C3 45.jpg,23,23.0
3 2 C5 18.jpg,56,72.0
3 10 C5 18.jpg,0,24.0
3 1 C3 46.jpg,40,37.0
3 7 C3 35.jpg,18,25.0
3 4 D3 27.jpg,54,41.0
3 3 D2 50.jpg,36,41.0
2 25 C1 31.jpg,45,45.0
2 26 C1 20.jpg,41,27.0
2 23 C2 47.jpg,40,51.0
2 27 D3 57.jpg,1,1.0
2 26 D1 58.jpg,49,62.0
3 5 C5 3.jpg,26,33.0
2 23 D3 60.jpg,5,14.0
3 8 D5 57.jpg,43,41.0
2 24 D3 3.jpg,30,30.0
2 28 C1 34.jpg,45,46.0
3 8 C5 59.jpg,0,1.0
2 21 D1 4.jpg,15,15.0
3 7 C5 54.jpg,44,38.0
3 1 C5 32.jpg,91,78.0
2 27 C4 54.jpg,2,2.0
2 27 D2 2.jpg,35,74.0
2 27 D3 26.jpg,50,65.0
3 2 D3 2.jpg,78,82.0
3 5 C5 23.jpg,46,56.0
2 27 D1 29.jpg,40,74.0
3 4 D4 13.jpg,56,47.0
3 3 D4 37.jpg,22,16.0
3 8 C3 18.jpg,25,24.0
3 3 D5 33.jpg,85,70.0
3 3 C1 39.jpg,81,69.0
3 7 D2 40.jpg,66,62.0
3 2 C1 7.jpg,61,59.0
2 25 C1 17.jpg,83,93.0
2 22 D2 29.jpg,13,11.0
2 24 D1 8.jpg,53,60.0
3 6 C4 19.jpg,57,64.0
3 1 D2 36.jpg,54,63.0
2 24 D1 20.jpg,53,63.0
2 26 C2 58.jpg,34,38.0
3 10 D5 55.jpg,59,83.0
2 24 D2 51.jpg,50,46.0
2 22 C2 25.jpg,13,20.0
3 4 D3 20.jpg,47,49.0
3 6 D3 24.jpg,20,17.0
2 25 D1 16.jpg,77,69.0
3 2 C5 3.jpg,18,30.0
2 24 D1 46.jpg,32,46.0
3 6 C4 37.jpg,68,61.0
3 4 C3 23.jpg,61,50.0
2 28 D1 38.jpg,61,83.0
3 5 C4 54.jpg,0,0.0
3 8 C3 14.jpg,23,25.0
3 7 D5 45.jpg,65,60.0
2 24 C4 10.jpg,14,17.0
3 5 D3 47.jpg,37,54.0
3 4 C1 41.jpg,63,46.0
2 23 C3 35.jpg,11,19.0
3 8 C4 38.jpg,91,66.0
3 7 C5 56.jpg,61,58.0
2 26 C3 22.jpg,62,70.0
2 25 D3 31.jpg,62,58.0
3 5 D1 37.jpg,47,81.0
3 1 C1 35.jpg,42,43.0
3 3 D5 19.jpg,46,41.0
2 28 D5 51.jpg,57,66.0
2 28 C2 5.jpg,37,53.0
3 4 D3 38.jpg,70,48.0
3 3 D4 21.jpg,114,82.0
3 6 C4 13.jpg,23,34.0
2 28 C1 39.jpg,56,63.0
2 24 C4 29.jpg,57,52.0
3 1 C1 60.jpg,31,44.0
3 3 C1 52.jpg,54,94.0
3 2 D3 59.jpg,14,47.0
2 28 C4 49.jpg,52,61.0
3 4 C1 27.jpg,37,34.0
2 28 D4 48.jpg,48,59.0
3 7 C4 36.jpg,21,22.0
2 22 C2 35.jpg,23,19.0
3 5 C3 24.jpg,1,0.0
2 28 D4 20.jpg,67,80.0
3 3 D2 59.jpg,73,71.0
2 23 D3 53.jpg,21,33.0
2 27 D2 55.jpg,96,67.0
3 6 D5 47.jpg,31,42.0
2 28 D5 49.jpg,47,64.0
2 28 D3 49.jpg,21,33.0
2 26 D5 16.jpg,82,77.0
3 3 C4 22.jpg,55,80.0
2 28 D4 27.jpg,56,67.0
3 8 C4 8.jpg,69,61.0
2 25 D3 19.jpg,31,30.0
2 28 C3 38.jpg,39,51.0
2 25 D2 53.jpg,45,66.0
3 3 D4 57.jpg,93,61.0
3 9 C4 19.jpg,3,3.0
2 26 C3 6.jpg,51,67.0
2 28 D1 26.jpg,48,71.0
2 28 C3 51.jpg,75,54.0
2 27 D3 17.jpg,47,43.0
2 25 C1 16.jpg,57,83.0
3 4 D2 23.jpg,62,65.0
2 22 D2 3.jpg,9,9.0
2 24 C4 28.jpg,17,21.0
3 5 D3 28.jpg,46,64.0
3 4 D2 4.jpg,78,70.0
3 7 D3 28.jpg,12,21.0
3 1 C1 52.jpg,62,75.0
3 2 C3 3.jpg,98,81.0
3 3 D5 8.jpg,85,76.0
3 2 C1 52.jpg,72,82.0
2 25 D4 53.jpg,61,59.0
2 23 D3 45.jpg,26,51.0
3 7 C5 59.jpg,11,1.0
2 28 D4 6.jpg,39,50.0
2 24 D1 23.jpg,76,78.0
2 23 D3 7.jpg,22,21.0
2 26 D4 24.jpg,82,84.0
2 24 C2 8.jpg,64,83.0
3 3 C4 42.jpg,44,75.0
3 1 D4 14.jpg,67,76.0
3 5 D3 43.jpg,35,48.0
3 1 D5 29.jpg,36,39.0
2 24 C3 44.jpg,44,44.0
3 1 C4 39.jpg,68,74.0
2 23 D2 29.jpg,71,70.0
2 28 C3 21.jpg,72,75.0
2 24 C2 4.jpg,50,49.0
2 22 D1 57.jpg,63,58.0
2 24 C3 43.jpg,29,32.0
2 25 C4 17.jpg,47,50.0
3 6 D4 54.jpg,72,55.0
2 26 C5 49.jpg,49,55.0
3 6 C3 19.jpg,49,55.0
3 9 C4 57.jpg,20,18.0
2 22 D2 53.jpg,7,7.0
2 24 C2 3.jpg,71,77.0
3 9 D4 11.jpg,11,7.0
3 1 D4 35.jpg,79,57.0
2 21 D1 14.jpg,18,29.0
2 28 C5 12.jpg,16,8.0
2 27 C4 46.jpg,51,38.0
3 5 D5 5.jpg,53,54.0
2 23 D2 36.jpg,46,49.0
2 24 D1 7.jpg,52,53.0
2 25 D4 42.jpg,54,63.0
3 5 C2 19.jpg,34,37.0
3 7 D4 27.jpg,53,55.0
3 3 D4 3.jpg,87,78.0
3 5 D3 18.jpg,0,0.0
2 27 C1 25.jpg,35,50.0
3 1 D5 8.jpg,78,73.0
3 1 C3 10.jpg,25,70.0
3 6 D1 42.jpg,31,34.0
2 28 D1 5.jpg,24,55.0
3 3 D5 11.jpg,68,63.0
